kind,old_code,new_code,status,source_name,target_name,source_unit,target_unit,match_score,reason
Material,8751118,6052269,规范化名称匹配,横向连接线 带绝缘护套钢包铜95mm2,横向连接线 带绝缘护套钢包铜 95mm2,m,m,98,
Material,3360020,1224001,规范化名称匹配,聚氯乙烯软管 d20×2.5,聚氯乙烯软管 D20×2.5,m,m,98,
Material,8413010,6052701,规范化名称匹配,钢轨接续线 Φ5×940,钢轨接续线 φ5×940,根,根,98,
Material,8413011,6052737,规范化名称匹配,钢轨接续线 Φ5×1100,钢轨接续线 φ5×1100,根,根,98,
Material,8414010,6051441,相似名称匹配,中间连接线 1.2×37×2 L=6000,中间连接线 φ1.2×37×2 L=6000,根,根,100,自动采用唯一高相似候选
Material,8414011,6051477,相似名称匹配,中间连接线 1.2×37×2 L=10000,中间连接线 φ1.2×37×2 L=10000,根,根,100,自动采用唯一高相似候选
Material,8414012,6051513,相似名称匹配,中间连接线 1.2×37×2 L=15000,中间连接线 φ1.2×37×2 L=15000,根,根,100,自动采用唯一高相似候选
Material,8751097,6052917,规范化名称匹配,道岔跳线L=900   带绝缘护套钢包铜95mm2,道岔跳线 L=900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751098,6052989,规范化名称匹配,道岔跳线L=1200  带绝缘护套钢包铜95mm2,道岔跳线 L=1200 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751099,6053097,规范化名称匹配,道岔跳线L=1500  带绝缘护套钢包铜95mm2,道岔跳线 L=1500 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751100,6053277,规范化名称匹配,道岔跳线L=3800  带绝缘护套钢包铜95mm2,道岔跳线 L=3800 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751101,6053313,规范化名称匹配,道岔跳线L=4100  带绝缘护套钢包铜95mm2,道岔跳线 L=4100 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751102,6053169,规范化名称匹配,道岔跳线L=2300  带绝缘护套钢包铜95mm2,道岔跳线 L=2300 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751111,6053673,规范化名称匹配,岔后并联跳线L=6400   带绝缘护套钢包铜95mm2,岔后并联跳线 L=6400 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751114,6053781,规范化名称匹配,岔后并联跳线L=7900   带绝缘护套钢包铜95mm2,岔后并联跳线 L=7900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751104,6053421,规范化名称匹配,岔后并联跳线L=2900   带绝缘护套钢包铜95mm2,岔后并联跳线 L=2900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751105,6053457,规范化名称匹配,岔后并联跳线L=3400   带绝缘护套钢包铜95mm2,岔后并联跳线 L=3400 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751106,6053493,规范化名称匹配,岔后并联跳线L=3900   带绝缘护套钢包铜95mm2,岔后并联跳线 L=3900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751107,6053529,规范化名称匹配,岔后并联跳线L=4900   带绝缘护套钢包铜95mm2,岔后并联跳线 L=4900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751108,6053565,规范化名称匹配,岔后并联跳线L=5800   带绝缘护套钢包铜95mm2,岔后并联跳线 L=5800 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751110,6053637,规范化名称匹配,岔后并联跳线L=6300   带绝缘护套钢包铜95mm2,岔后并联跳线 L=6300 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751112,6053709,规范化名称匹配,岔后并联跳线L=6800   带绝缘护套钢包铜95mm2,岔后并联跳线 L=6800 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751113,6053745,规范化名称匹配,岔后并联跳线L=6900   带绝缘护套钢包铜95mm2,岔后并联跳线 L=6900 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751116,6053853,规范化名称匹配,岔后并联跳线L=9300   带绝缘护套钢包铜95mm2,岔后并联跳线 L=9300 带绝缘护套钢包铜95mm2,根,根,98,
Material,8800072,1060451,相似名称匹配,化学锚栓含帽（M16.5×90）,化学锚栓带帽 M16.5×90,套,套,96,自动采用唯一高相似候选
Material,8751002,1308447,规范化名称匹配,UPVC防护管  内径28,UPVC防护管 内径28,m,m,98,
Material,4415015,7039453,规范化名称匹配,交流电铃 Φ200,交流电铃 φ200,个,个,98,
Material,8114019,6025721,规范化名称匹配,钢筋混凝土道口信号机柱 Φ150×5.5m,钢筋混凝土道口信号机柱 φ150×5.5m,根,根,98,
Material,8800125,6069017,规范化名称匹配,接地电缆 阻燃型25mm2,接地电缆 阻燃型 25mm2,m,m,98,
Material,3394112,1033571,规范化名称匹配,聚氯乙烯丝 Φ0.14～0.2,聚氯乙烯丝 φ=0.14～0.2,kg,kg,98,
Material,3310312,1225801,规范化名称匹配,胶管 d7～10,胶管 D=7～10,m,m,98,
Material,4716053,7011046,规范化名称匹配,阻燃铜芯塑料软线 ZR－BVR6mm2,阻燃铜芯塑料软线 ZR-BVR 6mm2,m,m,98,
Material,3360011,1223929,规范化名称匹配,聚氯乙烯软管 d6×0.6,聚氯乙烯软管 D6×0.6,m,m,98,
Material,4716051,7011008,规范化名称匹配,阻燃铜芯塑料软线 ZR－BVR2.5mm2,阻燃铜芯塑料软线 ZR-BVR 2.5mm2,m,m,98,
Material,8751024,1301649,规范化名称匹配,室内镀锌走线槽（含盖）150×200,室内镀锌走线槽（含盖） 150×200,m,m,98,
Material,8221039,6037129,相似名称匹配,分线盘端子配线名牌,分线盘端子配线铭牌,个,个,92,自动采用唯一高相似候选
Material,8800124,6068919,规范化名称匹配,接地电缆 阻燃型10mm2,接地电缆 阻燃型 10mm2,m,m,98,
Material,8018025,6018881,相似名称匹配,网线－超五类线,网线 超五类线,m,m,95,自动采用唯一高相似候选
Material,8211052,6030145,规范化名称匹配,组合用断路器 SA4－G2型 380V,组合用断路器 SA4-G2型 380V,个,个,98,
Material,8211053,6030181,规范化名称匹配,组合用断路器 SA2－H2型 DC24/220V,组合用断路器 SA2-H2型 DC24/220V,个,个,98,
Material,8211054,6030217,规范化名称匹配,组合用断路器 SA3－H3型 DC220V,组合用断路器 SA3-H3型 DC220V,个,个,98,
Material,8018067,6019001,规范化名称匹配,阻燃屏蔽线ZR-BVVR  2×0.3mm2,阻燃屏蔽线 ZR-BVVR  2×0.3mm2,m,m,98,
Material,4716061,6019541,规范化名称匹配,阻燃线 CVZ－S－1.0,阻燃线 CVZ-S-1.0,m,m,98,
Material,8113132,1309374,规范化名称匹配,防护套管 内径18mm,防护套管 内径18,m,m,98,
Material,8113169,6084541,规范化名称匹配,驼峰无线机车信号、遥控地面主机安装支架,驼峰无线机车信号、遥控地面主机 安装支架,个,个,98,
Material,8113170,6086357,规范化名称匹配,驼峰无线机车信号、遥控楼内天线安装支架,驼峰无线机车信号、遥控楼内天线 安装支架,个,个,98,
Material,1960028,1010677,规范化名称匹配,热镀锌圆钢φ8,热镀锌圆钢 φ8,kg,kg,98,
Material,8800129,6068625,规范化名称匹配,接地电缆 阻燃型1.5mm2,接地电缆 阻燃型 1.5mm2,m,m,98,
Material,8800056,6038821,规范化名称匹配,电加热元件金属固定卡具   把手卡,电加热元件金属固定卡具 把手卡,套,套,98,
Material,8800057,6039325,规范化名称匹配,电加热元件金属固定卡具   弹性卡,电加热元件金属固定卡具 弹性卡,套,套,98,
Material,8800055,6071425,规范化名称匹配,加热条 直把手U条150W,加热条 直把手U条 150W,根,根,98,
Material,8800046,6072493,规范化名称匹配,加热条 直或U把手 1680/ 600W,加热条 直或U把手 1680/600W,根,根,98,
Material,4128014,7036325,相似名称匹配,电源扳(包括闸刀插座),电源板(包括闸刀插座),套,套,92,自动采用唯一高相似候选
Material,8751012,1301855,规范化名称匹配,室内宽型镀锌走线槽（含盖）200×600,室内宽型镀锌走线槽（含盖） 200×600,m,m,98,
Material,1300420,1126337,规范化名称匹配,水泥铺地砖300×300×60,水泥铺地砖 300×300×60,千块,千块,98,
Material,1300422,1126733,规范化名称匹配,水泥铺地砖550×550×80,水泥铺地砖 550×550×80,千块,千块,98,
Material,1300424,1126931,规范化名称匹配,水泥六角砖250×60,水泥六角砖 250×60,千块,千块,98,
Material,1300423,4032223,规范化名称匹配,石板495×355×12,石板 495×355×12,m2,m2,98,
